"","Cluster","cluster","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"301","EMP-pre-MC","EMP-pre-MC","GO:0016050","vesicle organization","20/469","325/18670",0.000226183369425178,0.00547135774547633,0.00438315558701932,"8766/6622/26052/9002/84519/5552/8676/23603/2149/55004/1182/6272/83547/54874/1522/2801/9342/84313/3638/10981",20
"302","EMP-pre-MC","EMP-pre-MC","GO:0031532","actin cytoskeleton reorganization","10/469","101/18670",0.000226876460923532,0.00547135774547633,0.00438315558701932,"5341/2039/2316/7040/27032/2017/2934/23043/29780/4627",10
"303","EMP-pre-MC","EMP-pre-MC","GO:1901879","regulation of protein depolymerization","9/469","83/18670",0.000233724812340847,0.00553830903016967,0.00443679088399919,"4131/5341/2039/120/2934/57551/4130/9948/51474",9
"304","EMP-pre-MC","EMP-pre-MC","GO:0097530","granulocyte migration","12/469","141/18670",0.000234027716594812,0.00553830903016967,0.00443679088399919,"5196/7057/2921/4354/5473/2207/5175/2920/9750/9948/6850/6352",12
"305","EMP-pre-MC","EMP-pre-MC","GO:0010769","regulation of cell morphogenesis involved in differentiation","19/469","301/18670",0.000234038518767895,0.00553830903016967,0.00443679088399919,"4131/8766/2039/3987/26052/2316/10611/2017/8997/627/23603/3611/201294/102/23043/57142/1523/3475/7533",19
"306","EMP-pre-MC","EMP-pre-MC","GO:0038065","collagen-activated signaling pathway","4/469","13/18670",0.000234727874130903,0.00553830903016967,0.00443679088399919,"3673/84959/6850/1284",4
"307","EMP-pre-MC","EMP-pre-MC","GO:2001234","negative regulation of apoptotic signaling pathway","16/469","230/18670",0.000244540858830496,0.00571130681429372,0.00457538101816693,"2623/1032/5196/7057/2017/2534/598/627/4000/64114/6714/2730/754/25994/10105/6478",16
"308","EMP-pre-MC","EMP-pre-MC","GO:0099003","vesicle-mediated transport in synapse","15/469","207/18670",0.000244676832594026,0.00571130681429372,0.00457538101816693,"8766/5908/6622/9162/26052/3690/5874/5023/8676/5028/5579/85439/9342/6844/60",15
"309","EMP-pre-MC","EMP-pre-MC","GO:0034314","Arp2/3 complex-mediated actin nucleation","6/469","36/18670",0.000249940401943643,0.00580313752385106,0.00464894745384536,"10092/55845/10788/10096/10093/10095",6
"310","EMP-pre-MC","EMP-pre-MC","GO:0034101","erythrocyte homeostasis","11/469","122/18670",0.000256130846620873,0.00591540288624397,0.00473888428000301,"212/2623/2039/116151/28996/80739/25893/6886/7538/6005/2539",11
"311","EMP-pre-MC","EMP-pre-MC","GO:0034766","negative regulation of ion transmembrane transport","10/469","103/18670",0.000266458795082778,0.00612154021334908,0.00490402281033234,"7057/7040/150/10008/9446/8660/10681/10105/2281/10550",10
"312","EMP-pre-MC","EMP-pre-MC","GO:0051928","positive regulation of calcium ion transport","11/469","123/18670",0.000275059166388333,0.00628603801719934,0.00503580353123198,"6622/4638/9002/30845/5155/2149/6786/10008/9446/2539/6352",11
"313","EMP-pre-MC","EMP-pre-MC","GO:0014812","muscle cell migration","10/469","104/18670",0.000288320632520678,0.00655478937996228,0.00525110274799173,"7168/4208/3690/5155/3611/3673/6714/10092/51177/6352",10
"314","EMP-pre-MC","EMP-pre-MC","GO:0034405","response to fluid shear stress","6/469","37/18670",0.000292055547265734,0.00660529773997372,0.00529156546504918,"10370/9788/4208/7040/6714/7980",6
"315","EMP-pre-MC","EMP-pre-MC","GO:0051271","negative regulation of cellular component movement","22/469","384/18670",0.000305516942486089,0.00687413120593701,0.00550693045544649,"7076/10370/7168/4208/7057/7414/7040/87/23603/3611/5795/928/10014/5912/10008/11235/9750/23613/6915/94241/28984/10653",22
"316","EMP-pre-MC","EMP-pre-MC","GO:0032409","regulation of transporter activity","18/469","283/18670",0.000309446595171264,0.00692684301498753,0.00554915837602667,"6622/7114/4208/2273/30845/6786/2040/150/10008/306/823/9446/6844/10681/10105/60/2281/7533",18
"317","EMP-pre-MC","EMP-pre-MC","GO:0071219","cellular response to molecule of bacterial origin","15/469","212/18670",0.000316302518690308,0.00704418619430201,0.0056431630885564,"4208/5196/2921/7040/3934/5473/7538/2920/10014/3297/4792/6714/6915/1604/6352",15
"318","EMP-pre-MC","EMP-pre-MC","GO:0014068","positive regulation of phosphatidylinositol 3-kinase signaling","9/469","87/18670",0.000333906914183952,0.00739849583965965,0.00592700384140577,"6403/2534/5155/2149/10870/5291/6714/8660/6352",9
"319","EMP-pre-MC","EMP-pre-MC","GO:0051100","negative regulation of binding","13/469","169/18670",0.000352852316593494,0.0077787897067202,0.00623166079597866,"2623/7114/1601/5155/5028/5899/4792/6664/8536/1522/9750/2801/60",13
"320","EMP-pre-MC","EMP-pre-MC","GO:1901888","regulation of cell junction assembly","9/469","88/18670",0.000363834149529692,0.00793924938139113,0.00636020653402817,"5908/2039/395/7057/3987/23603/5795/9475/6714",9
"321","EMP-pre-MC","EMP-pre-MC","GO:0051494","negative regulation of cytoskeleton organization","12/469","148/18670",0.000366045257304208,0.00793924938139113,0.00636020653402817,"4131/6622/2039/7114/395/56890/120/2934/57551/9087/5216/51474",12
"322","EMP-pre-MC","EMP-pre-MC","GO:0010810","regulation of cell-substrate adhesion","15/469","215/18670",0.000367406271487058,0.00793924938139113,0.00636020653402817,"2039/395/7057/3987/22915/2316/23603/3611/5795/201294/6251/9475/5291/6714/4811",15
"323","EMP-pre-MC","EMP-pre-MC","GO:0043281","regulation of cysteine-type endopeptidase activity involved in apoptotic process","15/469","215/18670",0.000367406271487058,0.00793924938139113,0.00636020653402817,"6622/1032/7057/5023/2934/2149/3297/25824/6714/239/10049/6478/6850/10550/51065",15
"324","EMP-pre-MC","EMP-pre-MC","GO:2000116","regulation of cysteine-type endopeptidase activity","16/469","239/18670",0.000375676824343167,0.00807797703575333,0.00647134254844699,"6622/1032/7057/5023/2534/2934/2149/3297/25824/6714/239/10049/6478/6850/10550/51065",16
"325","EMP-pre-MC","EMP-pre-MC","GO:0050773","regulation of dendrite development","12/469","149/18670",0.000389255973512298,0.00832893296265284,0.00667238567599511,"4208/26052/10611/8997/3611/102/50807/23043/8536/1523/23613/7533",12
"326","EMP-pre-MC","EMP-pre-MC","GO:0031667","response to nutrient levels","26/469","499/18670",0.000394069416103872,0.0083907951282605,0.00672194403233409,"4131/1032/4149/7040/5023/3934/2534/80763/3673/2934/5028/7538/5899/3297/10634/6714/2730/55062/1603/6915/29937/2539/25994/27102/2281/8805",26
"327","EMP-pre-MC","EMP-pre-MC","GO:1904427","positive regulation of calcium ion transmembrane transport","8/469","71/18670",0.000397295014252912,0.00841841134569883,0.00674406764102285,"6622/9002/30845/2149/6786/10008/9446/2539",8
"328","EMP-pre-MC","EMP-pre-MC","GO:0099504","synaptic vesicle cycle","14/469","194/18670",0.000407078951518971,0.00858405615159568,0.00687676723593196,"5908/6622/9162/26052/5874/5023/8676/5028/5579/1182/85439/9342/6844/60",14
"329","EMP-pre-MC","EMP-pre-MC","GO:0032967","positive regulation of collagen biosynthetic process","5/469","26/18670",0.000416266125727989,0.00873558480193593,0.00699815824730962,"7040/3673/2149/28984/55323",5
"330","EMP-pre-MC","EMP-pre-MC","GO:0051261","protein depolymerization","10/469","109/18670",0.000421415101620288,0.00880132496924668,0.00705082330688791,"4131/5341/2039/120/3796/2934/57551/4130/9948/51474",10
"331","EMP-pre-MC","EMP-pre-MC","GO:0045778","positive regulation of ossification","9/469","90/18670",0.000430341750696395,0.00885402892393668,0.00709304493526681,"1192/4208/7040/196527/3611/2778/6664/9260/3572",9
"332","EMP-pre-MC","EMP-pre-MC","GO:0043249","erythrocyte maturation","4/469","15/18670",0.000430569815044579,0.00885402892393668,0.00709304493526681,"116151/25893/6886/2539",4
"333","EMP-pre-MC","EMP-pre-MC","GO:1903729","regulation of plasma membrane organization","4/469","15/18670",0.000430569815044579,0.00885402892393668,0.00709304493526681,"2934/50807/94121/4627",4
"334","EMP-pre-MC","EMP-pre-MC","GO:0002886","regulation of myeloid leukocyte mediated immunity","7/469","55/18670",0.000432052270515123,0.00885402892393668,0.00709304493526681,"2207/201294/8832/6813/695/57506/6850",7
"335","EMP-pre-MC","EMP-pre-MC","GO:0030198","extracellular matrix organization","21/469","368/18670",0.000438227500127886,0.00893861232737487,0.00716080548659536,"7076/3384/961/7057/3674/3690/7040/255631/5175/5155/3673/102/3693/9644/823/4811/10049/84695/28984/10653/1284",21
"336","EMP-pre-MC","EMP-pre-MC","GO:0003018","vascular process in circulatory system","13/469","173/18670",0.000441884089350087,0.00897127465122386,0.00718697157807094,"7040/5023/112/5795/5139/5028/2149/150/9475/6714/2730/239/6915",13
"337","EMP-pre-MC","EMP-pre-MC","GO:0035690","cellular response to drug","21/469","369/18670",0.000454099393201137,0.00917659190427297,0.0073514531394453,"5908/4208/6001/7040/3934/2534/2983/112/5155/5028/2776/969/3297/9475/6714/2730/11235/94241/10105/60/94274",21
"338","EMP-pre-MC","EMP-pre-MC","GO:0014909","smooth muscle cell migration","9/469","91/18670",0.000467165852280289,0.00939713799632931,0.00752813466541411,"7168/4208/3690/5155/3611/3673/6714/10092/6352",9
"339","EMP-pre-MC","EMP-pre-MC","GO:0006836","neurotransmitter transport","17/469","269/18670",0.000485066394772281,0.00971245327147251,0.00778073666554089,"5908/6622/4208/9162/3690/5023/2207/8676/5028/5579/695/23446/9342/6844/6850/10550/2571",17
"340","EMP-pre-MC","EMP-pre-MC","GO:0052547","regulation of peptidase activity","24/469","452/18670",0.000500189838654214,0.00992876873083709,0.00795402899230501,"7076/6622/56925/1032/7078/7057/5023/2534/2934/2149/3297/5973/9475/25824/6714/239/10049/6478/6850/10550/55122/10653/51065/7980",24
"341","EMP-pre-MC","EMP-pre-MC","GO:0010714","positive regulation of collagen metabolic process","5/469","27/18670",0.000500419042562236,0.00992876873083709,0.00795402899230501,"7040/3673/2149/28984/55323",5
"342","EMP-pre-MC","EMP-pre-MC","GO:0060998","regulation of dendritic spine development","8/469","74/18670",0.000527156576384163,0.010411938714556,0.00834110096093446,"4208/26052/10611/8997/102/50807/8536/23613",8
"343","EMP-pre-MC","EMP-pre-MC","GO:1904951","positive regulation of establishment of protein localization","24/469","456/18670",0.000566588508058924,0.0111403551246721,0.0089246421231472,"2316/7040/163882/7534/2534/8736/22885/4946/2149/2040/94121/2010/8536/6714/11235/8660/57506/6844/54741/5494/5534/6850/28984/7533",24
"344","EMP-pre-MC","EMP-pre-MC","GO:0022407","regulation of cell-cell adhesion","22/469","403/18670",0.000587582303306611,0.0114308660801481,0.00915737315204726,"10370/2039/83706/961/7040/8654/9402/2534/84959/2615/928/6714/239/9750/1604/8440/3572/84695/6850/28984/10653/6352",22
"345","EMP-pre-MC","EMP-pre-MC","GO:0045785","positive regulation of cell adhesion","22/469","403/18670",0.000587582303306611,0.0114308660801481,0.00915737315204726,"10370/2039/7168/961/3987/22915/2316/7040/9402/2534/3611/5795/3673/201294/6251/6714/4811/1604/8440/3572/6850/6352",22
"346","EMP-pre-MC","EMP-pre-MC","GO:0045216","cell-cell junction organization","12/469","156/18670",0.000589219901038562,0.0114308660801481,0.00915737315204726,"3987/7414/7094/7040/5175/389/2149/2701/928/9475/90952/9948",12
"347","EMP-pre-MC","EMP-pre-MC","GO:0033003","regulation of mast cell activation","6/469","42/18670",0.000592795276060237,0.0114395137991263,0.00916430092016579,"10666/2207/201294/8832/6813/6850",6
"348","EMP-pre-MC","EMP-pre-MC","GO:0018105","peptidyl-serine phosphorylation","18/469","299/18670",0.000594907132279877,0.0114395137991263,0.00916430092016579,"6622/2039/28996/7040/5155/3611/375449/51701/5579/9475/8536/6714/11235/7150/6789/9874/8440/6850",18
"349","EMP-pre-MC","EMP-pre-MC","GO:0030278","regulation of ossification","14/469","203/18670",0.000640204818449011,0.0122239982996114,0.00979275875114464,"1192/2623/4208/7040/196527/5552/5087/55589/3611/2778/6664/9260/55363/3572",14
"350","EMP-pre-MC","EMP-pre-MC","GO:0110020","regulation of actomyosin structure organization","9/469","95/18670",0.000641304836337001,0.0122239982996114,0.00979275875114464,"7168/395/4208/961/389/29109/9475/5216/28984",9
"351","EMP-pre-MC","EMP-pre-MC","GO:0048010","vascular endothelial growth factor receptor signaling pathway","9/469","96/18670",0.000692244408713897,0.0131375949740703,0.0105246495457555,"3690/2534/5579/10006/9475/5291/6714/55845/8440",9
"352","EMP-pre-MC","EMP-pre-MC","GO:0072673","lamellipodium morphogenesis","4/469","17/18670",0.000721389681288786,0.0136314543672102,0.01092028489971,"23603/10006/6714/51177",4
"353","EMP-pre-MC","EMP-pre-MC","GO:0032496","response to lipopolysaccharide","19/469","330/18670",0.000727520081372447,0.013688039462029,0.0109656157455502,"6622/4208/5196/6403/2921/7040/3934/5473/2149/7538/2920/10014/3297/4792/6714/6915/1604/55122/6352",19
"354","EMP-pre-MC","EMP-pre-MC","GO:0060996","dendritic spine development","9/469","97/18670",0.000746438604747555,0.0139837103421591,0.0112024804380907,"4208/26052/10611/8997/102/50807/8536/23613/8440",9
"355","EMP-pre-MC","EMP-pre-MC","GO:0045652","regulation of megakaryocyte differentiation","8/469","79/18670",0.000818326361127348,0.0151999768779612,0.0121768428741996,"2623/4208/5196/7057/3674/2811/4778/10398",8
"356","EMP-pre-MC","EMP-pre-MC","GO:0055072","iron ion homeostasis","8/469","79/18670",0.000818326361127348,0.0151999768779612,0.0121768428741996,"2495/212/51312/3934/8031/6005/523/27102",8
"357","EMP-pre-MC","EMP-pre-MC","GO:1905476","negative regulation of protein localization to membrane","5/469","30/18670",0.000830292589347964,0.0153568947139994,0.0123025512123726,"2039/7040/1601/598/64114",5
"358","EMP-pre-MC","EMP-pre-MC","GO:0001952","regulation of cell-matrix adhesion","10/469","119/18670",0.000842377833284134,0.0155146803471951,0.0124289547509211,"2039/395/7057/3987/23603/3611/5795/9475/5291/6714",10
"359","EMP-pre-MC","EMP-pre-MC","GO:0017015","regulation of transforming growth factor beta receptor signaling pathway","10/469","120/18670",0.000898816181523181,0.0164845908922214,0.0132059591111013,"1028/10370/7057/4052/28996/7040/1601/6664/7041/5494",10
"360","EMP-pre-MC","EMP-pre-MC","GO:0051348","negative regulation of transferase activity","17/469","285/18670",0.000925882235279376,0.0169099412426547,0.0135467112336406,"1028/5577/10614/1032/23603/3611/9467/5795/1647/84959/2776/7538/6714/389119/8660/51347/84313",17
"361","EMP-pre-MC","EMP-pre-MC","GO:1902904","negative regulation of supramolecular fiber organization","11/469","142/18670",0.000930501530533256,0.0169234965865736,0.0135575705457521,"4131/6622/2039/7114/395/120/2934/57551/9087/5216/51474",11
"362","EMP-pre-MC","EMP-pre-MC","GO:0032412","regulation of ion transmembrane transporter activity","16/469","260/18670",0.000934585516726582,0.0169272439025375,0.01356057255543,"7114/4208/2273/30845/6786/2040/150/10008/306/823/9446/6844/10681/10105/2281/7533",16
"363","EMP-pre-MC","EMP-pre-MC","GO:0043304","regulation of mast cell degranulation","5/469","31/18670",0.000969759435402414,0.0174917352707915,0.0140127918417,"2207/201294/8832/6813/6850",5
"364","EMP-pre-MC","EMP-pre-MC","GO:1903844","regulation of cellular response to transforming growth factor beta stimulus","10/469","122/18670",0.00102101641317178,0.018340480014382,0.0146927291512093,"1028/10370/7057/4052/28996/7040/1601/6664/7041/5494",10
"365","EMP-pre-MC","EMP-pre-MC","GO:1904064","positive regulation of cation transmembrane transport","11/469","144/18670",0.00104381322274092,0.0186593702445213,0.0149481950810393,"6622/7114/2316/9002/196527/30845/2149/6786/10008/9446/2539",11
"366","EMP-pre-MC","EMP-pre-MC","GO:0051279","regulation of release of sequestered calcium ion into cytosol","8/469","82/18670",0.00104731860478985,0.0186593702445213,0.0149481950810393,"6622/7040/9002/1729/84959/2149/9446/2281",8
"367","EMP-pre-MC","EMP-pre-MC","GO:0000079","regulation of cyclin-dependent protein serine/threonine kinase activity","9/469","102/18670",0.00107176527791714,0.0189403054174426,0.0151732548614564,"1028/896/10614/1032/5155/1647/6714/60/28984",9
"368","EMP-pre-MC","EMP-pre-MC","GO:0010522","regulation of calcium ion transport into cytosol","9/469","102/18670",0.00107176527791714,0.0189403054174426,0.0151732548614564,"6622/7040/9002/2534/1729/84959/2149/9446/2281",9
"369","EMP-pre-MC","EMP-pre-MC","GO:0071621","granulocyte chemotaxis","10/469","123/18670",0.00108703032881634,0.0190296278282911,0.0152448118757058,"5196/7057/2921/4354/5473/2207/2920/9750/6850/6352",10
"370","EMP-pre-MC","EMP-pre-MC","GO:0030032","lamellipodium assembly","7/469","64/18670",0.0010898985010476,0.0190296278282911,0.0152448118757058,"2039/7414/3983/22885/29780/55845/8440",7
"371","EMP-pre-MC","EMP-pre-MC","GO:0045669","positive regulation of osteoblast differentiation","7/469","64/18670",0.0010898985010476,0.0190296278282911,0.0152448118757058,"1192/4208/3611/2778/6664/9260/3572",7
"372","EMP-pre-MC","EMP-pre-MC","GO:0006979","response to oxidative stress","23/469","451/18670",0.00111763780901197,0.0192501036877958,0.0154214371377241,"3039/3040/6622/9124/9588/7168/2530/3934/2534/2983/5742/3297/25824/6714/2730/11235/695/10628/94241/2539/10105/2281/10550",23
"373","EMP-pre-MC","EMP-pre-MC","GO:0033006","regulation of mast cell activation involved in immune response","5/469","32/18670",0.00112590178872814,0.0192501036877958,0.0154214371377241,"2207/201294/8832/6813/6850",5
"374","EMP-pre-MC","EMP-pre-MC","GO:0045987","positive regulation of smooth muscle contraction","5/469","32/18670",0.00112590178872814,0.0192501036877958,0.0154214371377241,"2017/80763/3673/2149/6915",5
"375","EMP-pre-MC","EMP-pre-MC","GO:0010544","negative regulation of platelet activation","4/469","19/18670",0.00112898660803567,0.0192501036877958,0.0154214371377241,"5155/84959/928/239",4
"376","EMP-pre-MC","EMP-pre-MC","GO:0071800","podosome assembly","4/469","19/18670",0.00112898660803567,0.0192501036877958,0.0154214371377241,"2934/50807/6714/51411",4
"377","EMP-pre-MC","EMP-pre-MC","GO:0090201","negative regulation of release of cytochrome c from mitochondria","4/469","19/18670",0.00112898660803567,0.0192501036877958,0.0154214371377241,"598/4000/25994/10105",4
"378","EMP-pre-MC","EMP-pre-MC","GO:0002237","response to molecule of bacterial origin","19/469","343/18670",0.00114860912443051,0.0195084779305026,0.0156284231470742,"6622/4208/5196/6403/2921/7040/3934/5473/2149/7538/2920/10014/3297/4792/6714/6915/1604/55122/6352",19
"379","EMP-pre-MC","EMP-pre-MC","GO:0014066","regulation of phosphatidylinositol 3-kinase signaling","10/469","124/18670",0.00115649318414168,0.0195662509642575,0.0156747056618468,"6403/2534/5155/2149/10870/5305/5291/6714/8660/6352",10
"380","EMP-pre-MC","EMP-pre-MC","GO:0043112","receptor metabolic process","13/469","192/18670",0.00116927655457487,0.0197061473386846,0.0157867779487817,"6622/26052/3690/7040/2530/30845/2207/55004/928/823/10267/6850/967",13
"381","EMP-pre-MC","EMP-pre-MC","GO:0045933","positive regulation of muscle contraction","6/469","48/18670",0.00122167251216805,0.0203434583769844,0.0162973337501278,"2017/80763/3673/2149/9446/6915",6
"382","EMP-pre-MC","EMP-pre-MC","GO:0045445","myoblast differentiation","8/469","84/18670",0.00122652780829007,0.0203434583769844,0.0162973337501278,"116173/4208/7040/144165/3611/4154/9750/3475",8
"383","EMP-pre-MC","EMP-pre-MC","GO:0051492","regulation of stress fiber assembly","8/469","84/18670",0.00122652780829007,0.0203434583769844,0.0162973337501278,"7168/395/961/389/29109/9475/5216/28984",8
"384","EMP-pre-MC","EMP-pre-MC","GO:0030593","neutrophil chemotaxis","9/469","104/18670",0.00123039473345335,0.0203434583769844,0.0162973337501278,"5196/2921/4354/5473/2207/2920/9750/6850/6352",9
"385","EMP-pre-MC","EMP-pre-MC","GO:0090100","positive regulation of transmembrane receptor protein serine/threonine kinase signaling pathway","9/469","104/18670",0.00123039473345335,0.0203434583769844,0.0162973337501278,"1028/10370/7057/28996/7040/1601/3611/6664/7041",9
"386","EMP-pre-MC","EMP-pre-MC","GO:0007009","plasma membrane organization","9/469","105/18670",0.0013165259360119,0.0216038936492178,0.0173070801718699,"8436/9788/196527/2934/50807/94121/54874/4627/51411",9
"387","EMP-pre-MC","EMP-pre-MC","GO:0045185","maintenance of protein location","9/469","105/18670",0.0013165259360119,0.0216038936492178,0.0173070801718699,"7114/4052/7094/2316/5552/2934/9087/4792/3638",9
"388","EMP-pre-MC","EMP-pre-MC","GO:0007584","response to nutrient","14/469","219/18670",0.00133447552098245,0.0218099827407446,0.0174721800602288,"4131/1032/7040/5023/2534/3673/2934/5028/3297/2730/1603/6915/2281/8805",14
"389","EMP-pre-MC","EMP-pre-MC","GO:0071375","cellular response to peptide hormone stimulus","18/469","321/18670",0.0013390779781259,0.0218099827407446,0.0174721800602288,"4131/5908/896/5577/4149/7040/2534/112/5579/10014/3297/9475/6714/523/8660/6844/54741/535",18
"390","EMP-pre-MC","EMP-pre-MC","GO:0046931","pore complex assembly","4/469","20/18670",0.00138345861647121,0.0222475813546252,0.0178227443805546,"340348/196527/102/57142",4
"391","EMP-pre-MC","EMP-pre-MC","GO:0060216","definitive hemopoiesis","4/469","20/18670",0.00138345861647121,0.0222475813546252,0.0178227443805546,"2623/6886/4211/4066",4
"392","EMP-pre-MC","EMP-pre-MC","GO:0097709","connective tissue replacement","4/469","20/18670",0.00138345861647121,0.0222475813546252,0.0178227443805546,"7076/7040/2149/9475",4
"393","EMP-pre-MC","EMP-pre-MC","GO:0018209","peptidyl-serine modification","18/469","322/18670",0.00138633267547722,0.0222475813546252,0.0178227443805546,"6622/2039/28996/7040/5155/3611/375449/51701/5579/9475/8536/6714/11235/7150/6789/9874/8440/6850",18
"394","EMP-pre-MC","EMP-pre-MC","GO:0007178","transmembrane receptor protein serine/threonine kinase signaling pathway","19/469","349/18670",0.00140434300392966,0.0222883174563461,0.0178553784505895,"1028/10370/348093/7057/4052/28996/7040/2530/1601/3611/5046/2615/51701/7791/3693/6664/6714/7041/5494",19
"395","EMP-pre-MC","EMP-pre-MC","GO:2000146","negative regulation of cell motility","19/469","349/18670",0.00140434300392966,0.0222883174563461,0.0178553784505895,"7076/10370/7168/4208/7057/7414/7040/23603/3611/5795/10014/5912/11235/9750/23613/6915/94241/28984/10653",19
"396","EMP-pre-MC","EMP-pre-MC","GO:1904029","regulation of cyclin-dependent protein kinase activity","9/469","106/18670",0.00140745058878877,0.0222883174563461,0.0178553784505895,"1028/896/10614/1032/5155/1647/6714/60/28984",9
"397","EMP-pre-MC","EMP-pre-MC","GO:0002685","regulation of leukocyte migration","13/469","196/18670",0.0014092956742157,0.0222883174563461,0.0178553784505895,"7057/3674/6403/7040/4354/196527/3673/102/148823/928/9750/63940/6352",13
"398","EMP-pre-MC","EMP-pre-MC","GO:0032103","positive regulation of response to external stimulus","18/469","323/18670",0.00143499496351074,0.0226128267715681,0.0181153458817506,"6622/7114/961/7057/283131/7040/196527/2207/5155/3673/102/4792/9750/695/63940/3572/2281/6352",18
"399","EMP-pre-MC","EMP-pre-MC","GO:0008360","regulation of cell shape","11/469","150/18670",0.00145396846250537,0.0228293969022875,0.0182888422281061,"2039/7168/2534/93663/1729/389/5028/29780/51177/4627/9948",11
"400","EMP-pre-MC","EMP-pre-MC","GO:0002687","positive regulation of leukocyte migration","10/469","128/18670",0.00147155088171002,0.0230226508912696,0.0184436597964183,"7057/3674/6403/7040/196527/3673/102/9750/63940/6352",10
"401","EMP-pre-MC","EMP-pre-MC","GO:0070050","neuron cellular homeostasis","5/469","34/18670",0.00149298461038786,0.0232745636583679,0.0186454694575506,"5023/5028/57551/4130/1182",5
"402","EMP-pre-MC","EMP-pre-MC","GO:0050866","negative regulation of cell activation","13/469","199/18670",0.00161503682673227,0.024903660859305,0.0199505543798423,"7040/8654/10077/5155/8832/84959/2615/928/6664/239/9750/695/84695",13
"403","EMP-pre-MC","EMP-pre-MC","GO:0046677","response to antibiotic","18/469","327/18670",0.00164439227729033,0.024903660859305,0.0199505543798423,"3039/3040/4208/3934/2534/112/598/5155/2934/3297/6714/11235/10628/6915/94241/2539/10105/2281",18
"404","EMP-pre-MC","EMP-pre-MC","GO:0030595","leukocyte chemotaxis","14/469","224/18670",0.00165093884207078,0.024903660859305,0.0199505543798423,"5196/7057/2921/4354/5473/196527/2207/5155/2920/102/9750/63940/6850/6352",14
"405","EMP-pre-MC","EMP-pre-MC","GO:0001768","establishment of T cell polarity","3/469","10/18670",0.00165695577588197,0.024903660859305,0.0199505543798423,"2934/9750/4627",3
"406","EMP-pre-MC","EMP-pre-MC","GO:0001820","serotonin secretion","3/469","10/18670",0.00165695577588197,0.024903660859305,0.0199505543798423,"5023/2207/6850",3
"407","EMP-pre-MC","EMP-pre-MC","GO:0038063","collagen-activated tyrosine kinase receptor signaling pathway","3/469","10/18670",0.00165695577588197,0.024903660859305,0.0199505543798423,"84959/6850/1284",3
"408","EMP-pre-MC","EMP-pre-MC","GO:0042989","sequestering of actin monomers","3/469","10/18670",0.00165695577588197,0.024903660859305,0.0199505543798423,"7114/2934/9087",3
"409","EMP-pre-MC","EMP-pre-MC","GO:0106027","neuron projection organization","8/469","88/18670",0.00165792416000485,0.024903660859305,0.0199505543798423,"26052/10611/2017/2534/8997/102/4130/23613",8
"410","EMP-pre-MC","EMP-pre-MC","GO:0015874","norepinephrine transport","4/469","21/18670",0.0016753730446939,0.024903660859305,0.0199505543798423,"6622/5028/150/60",4
"411","EMP-pre-MC","EMP-pre-MC","GO:0035162","embryonic hemopoiesis","4/469","21/18670",0.0016753730446939,0.024903660859305,0.0199505543798423,"2623/5087/6886/6789",4
"412","EMP-pre-MC","EMP-pre-MC","GO:0051900","regulation of mitochondrial depolarization","4/469","21/18670",0.0016753730446939,0.024903660859305,0.0199505543798423,"10962/6714/2730/239",4
"413","EMP-pre-MC","EMP-pre-MC","GO:0071498","cellular response to fluid shear stress","4/469","21/18670",0.0016753730446939,0.024903660859305,0.0199505543798423,"9788/4208/6714/7980",4
"414","EMP-pre-MC","EMP-pre-MC","GO:2000114","regulation of establishment of cell polarity","4/469","21/18670",0.0016753730446939,0.024903660859305,0.0199505543798423,"5908/2934/9475/9750",4
"415","EMP-pre-MC","EMP-pre-MC","GO:0030834","regulation of actin filament depolymerization","6/469","51/18670",0.00168306528144215,0.024903660859305,0.0199505543798423,"5341/2039/120/2934/9948/51474",6
"416","EMP-pre-MC","EMP-pre-MC","GO:0051496","positive regulation of stress fiber assembly","6/469","51/18670",0.00168306528144215,0.024903660859305,0.0199505543798423,"7168/961/389/29109/9475/28984",6
"417","EMP-pre-MC","EMP-pre-MC","GO:0051346","negative regulation of hydrolase activity","23/469","466/18670",0.00171086353529956,0.0252294572012926,0.0202115528601179,"7076/6622/7137/56925/1032/7078/7057/9162/163882/23645/5973/9475/6272/25824/6714/10788/10049/10105/6478/2281/94274/10653/7980",23
"418","EMP-pre-MC","EMP-pre-MC","GO:0010950","positive regulation of endopeptidase activity","12/469","178/18670",0.0018513833949903,0.0271057634418371,0.0217146792436927,"6622/5023/2534/2934/2149/3297/9475/239/6850/10550/55122/51065",12
"419","EMP-pre-MC","EMP-pre-MC","GO:0042177","negative regulation of protein catabolic process","10/469","132/18670",0.00185301794815177,0.0271057634418371,0.0217146792436927,"7076/6622/7078/28996/2316/2534/5476/4130/83547/51465",10
"420","EMP-pre-MC","EMP-pre-MC","GO:0042692","muscle cell differentiation","20/469","385/18670",0.0018567292712736,0.0271057634418371,0.0217146792436927,"7168/348093/4208/7040/10611/627/5155/8736/4000/928/10014/55544/6272/8536/51177/9750/4627/2539/9948/3475",20
"421","EMP-pre-MC","EMP-pre-MC","GO:0015844","monoamine transport","8/469","90/18670",0.00191448883839433,0.0278558125986375,0.0223155506005121,"6622/3690/5023/2207/5028/150/60/6850",8
